Bille
t	x	y	v_{x}	v_{y}	a_{x}	a_{y}
0.01655475736743933 -0.48977287666056096	0.34264318806348515
0.03310951473487957 -0.48944311442439936	0.3415439806096132	0.0066398282347159025	-0.043158883525650164
0.04966427210231891 -0.48955303516978654	0.34121421837345167	-0.023239398821506288	-0.006639828234715014	0.7448680343095434	0.22919016440291162
0.06621902946975826	-0.49021255964210975	0.34132413911883885	0.019919484704146114	-0.029879227056221307	1.8335213152238097	-0.630272952108249
0.08277378683719759	-0.48889351069746345	0.3402249316649669	0.05975845411244101	-0.043158883525653384	1.9481163974252975	-1.7762237741230655
0.09932854420463783	-0.48823398622514025	0.33989516942880527	0.06639828234715692	-0.06971819646451702	0.8021655754104163	-0.8594631165110959
0.11588330157207716	-0.48669509578971953	0.33791659601183577	0.09627750940337891	-0.09295759528602193	0.9740581987126491	-1.2605459042161762
0.13243805893951652	-0.48504628460891164	0.33681738855796384	0.09627750940338112	-0.09295759528601988	-0.28648770550372	-1.8335213152237433
0.14899281630695582	-0.48350739417349087	0.3348388151409944	0.0863177670513046	-0.15935587763317527	3.4378524660444185	-5.042183616865207
0.1655475736743961	-0.4821883452288446	    0.33154119277937855	0.19255501880674733	-0.2589533011539045	3.4378524660442924	-4.010827877051846
0.18210233104183632	-0.47713199094103365	0.32626499700079326	0.24235373056712	-0.3054320987969211	2.3491991851303116	-2.0627114796265995
0.19865708840927565	-0.47416413081557945	0.3214284842037567	0.22907407409769645	-0.3120719270316454	1.5470336097200905	-0.22919016440297638
0.21521184577671498	-0.4695474595093173	    0.31593244693439704	0.3120719270316454	-0.3220316693837174	2.177306561828145	-1.4324385275184721
0.23176660314415432	-0.4638315807491832	    0.31076617190119893	0.3087520129142788	-0.3485909823225721	3.9535303359512066	-2.1200090207275277
0.24832136051159456	-0.4593248301883083	    0.3043907686687417	0.40834943643501276	-0.40170960820029683	2.6929844317348386	-2.807579513936455
0.2648761178790339	-0.45031132906655835	0.29746576170934846	0.4548282340780366	-0.4382286634912464	1.317843445317112	-2.5210918084327356
0.28143087524647326	-0.4442656880702627	    0.2898812302776321	0.40170960820030827	-0.4847074611342572	-1.2275202381651222	-1.2351068570330388
0.2979856326139126	-0.4370109188747079	    0.2814173328828181	0.43752548723721163	-0.48729038505749395	2.1837699412284657	-2.014607307356543
0.3145403899813528	-0.42977943150369685	0.2737472820934059	0.4646236377391375	-0.5310841031633633	2.5407253809596435	-3.928060916963353
0.3310951473487922	-0.4216274556948105	    0.2638333959436704	0.5250330619985937	-0.6349746055767395	2.390696455574469	-4.184921691668085
0.34764990471623153	-0.41239584160115594	0.252723581033789	0.5501881360730433	-0.6703849364220789	1.5741253891538132	-2.155754739413117
0.36420466208367175	-0.4034109934965442	    0.24163727601316232	0.5669102620799583	-0.6970735674991759	1.887076148371851	-1.7728469021340063
0.3807594194511111	-0.39362571792546514	0.22964381347938	0.6169458643888267	-0.7354451222341654	3.0920392448363367	-1.847866109162763
0.3973141768185513	-0.38298421530893934	0.2172870449018549	0.6694194175869381	-0.756094203503096	3.0035341926550263	-0.9197246785887148
0.4138689341859907	-0.3714615658550559	    0.2046099013075372	0.7172672792088097	-0.7669284163360092	2.4918446476917784	-0.9781800315262714
0.43042369155342997	-0.35923584375912887	0.19189441720058065	0.7522275944300969	-0.7850118817870723	1.8536170545825177	-0.7470461915545107
0.4469784489208693	-0.3465556752332903	    0.1786185388404533	0.7778308722049325	-0.7970336984498961	1.9349584682702237	0.371049622823085
0.4635332062883095	-0.3334822410346154 	0.16550501821755825	0.8142238002821944	-0.7718104389456565	2.7578295267657147	0.7071932808084817
